host_name,host_since,host_response_time,host_id,host_about
Zachi,8/22/18,within an hour,211225279,
Zachi,8/22/18,within an hour,211225279,
Akiva,4/8/20,within an hour,343428701,
Stanley,11/21/22,within an hour,488670555,
Stand Out Stays,3/15/22,within an hour,449641244,
Joan,12/25/18,within a few hours,232304891,
Kim And Kal,11/27/22,within an hour,489267259,"Embark on a journey with us, a dynamic duo passionately exploring diverse cultures and delectable cuisines. Meet our family, including our vibrant Golden Retriever, Obi, and our adventurous young son. Our homes are crafted with meticulous care, offering every luxury and comfort a traveler craves. Founder of Rustling Leaf Stays . Your adventure begins here! Follow us on Social Media."
Kyle,8/2/14,within an hour,19348591,
Ratio,10/26/19,within an hour,304582478,Ratio Properties approaches hospitality with creativity and aiming to set a higher standard for hosts by exceeding guest's expectations.
The Morrison Effect,9/13/20,within a few hours,367421447,"Welcome to The Madison in the heart of Dallas! A stone’s throw from vibrant downtown life, our cozy Airbnb is the perfect blend of comfort and convenience. Whether you’re in town for business, pleasure, or a little bit of both, our doorstep is where your adventure begins."
Ken,11/5/16,within an hour,102629115,
Dallas,10/19/18,within an hour,221530261,
Francesca,9/30/21,within an hour,425360844,
Wriha,11/6/22,within an hour,486534711,"I am a passionate and driven engineer who has a keen interest in real estate and a love for travel and experiencing new cultures and cuisines. I have a keen eye for design and enjoy nothing more than decorating a space and making it feel like a home away from home. I am also a huge animal lover and have three beloved Golden Doodles that bring me endless joy and companionship. With my combination of technical expertise and creative flair, I am the perfect host for anyone looking for a comfortable and welcoming place to stay."
Lyudmila,12/6/22,N/A,490484651,
Amir,10/22/14,within an hour,22865061,
Rocio,12/1/22,within a day,489916442,
Urby,3/4/24,N/A,565330416,"Come enjoy easy living at Urby Furnished! Our apartments are the perfect home away from home, with locations in Harrison, Jersey City, and Dallas (with more coming soon!). We provide top-notch amenities (pool, gym, and co-working spaces, to name a few), gorgeous (and fully-stocked) apartments, and unbeatable locations."
Corinne,5/15/18,within an hour,189773833,
Philip,12/3/22,within a few hours,490132744,
Jesse,10/20/15,within an hour,46987407,
JaLeesa,2/26/17,N/A,118270225,
C&C,8/28/20,within an hour,364798822,"C&C Property Solutions LLC is a family-run real estate company, specializing in short term rentals. Providing temporary living arrangements for professionals, travel physicians, and leisure travelers. "
David,2/14/20,N/A,336025953,
Adriana,11/12/19,within an hour,308929607,
Robin,10/8/13,N/A,9317048,"I am a Renaissance gal:  musician, artist, educator, yogi, entrepreneur with 30 years in Dallas.  I love to travel, prefer Airbnb when I do, and enjoy sharing our friendly neighborhood as a host!"
La,12/7/22,within a day,490541897,
Godwin,8/13/15,within an hour,41421260,
Shahenaz,12/8/22,within an hour,490724425,
Omer,9/27/20,within an hour,369597199,
Ange,6/9/16,within an hour,76844137,
Carpediem,6/4/18,within an hour,193512222,"Our goal is to make sure you have the best experience possible when staying in one of our homes. We pay the utmost attention to detail from decor down to amenities and strive to offer a clean + comfortable five-star worthy stay every time. As a small business, we take pride in our outstanding hospitality service and are happy to answer any questions you may have. Welcome home to Carpediem. :)"
Kenneth,4/16/17,within an hour,126172068,
Andy,9/14/15,within an hour,44133350,"As a healthcare professional, I strive for excellence. Whether I’m staying at your place or you’re staying at mine, there will always be an exchange of respect and care. 
Customer service is important to me, as your happiness is my main objective."
Humberto,10/24/19,within an hour,304199307,
Mandu,4/23/21,N/A,398319282,
David,11/3/15,within an hour,48111642,"Born in Texas and grew up in New York City! I currently work as a residential and commercial real estate agent in Dallas, TX and love talking real estate. We hope you'll enjoy our fully furnished and wonderful homes!"
Triet,12/10/22,within an hour,490973113,"Hi! I’m Triet, (“treat”)! 

Born and raised in Northern Virginia but moved out to Dallas in 2019 to explore a life with my then-girlfriend. She’s now my beautiful wife, mother to our newly born daughter and black lab mix. I truly couldn’t imagine calling anywhere else home. 

We love sharing the spaces we’ve put together with others and strive to provide for the best stays possible. Please don’t hesitate to reach out at any time!"
Abraham,4/6/21,within an hour,395748661,
Rafael,12/12/22,N/A,491119311,
Godwin,8/13/15,within an hour,41421260,
Sam,12/12/22,within an hour,491126938,"Hello there! 

Thank you for visiting my host profile!

I am an e-commerce Entrepreneur from Seattle, WA. I have exchanged rainy Washington for the Lone Star State and the booming city of Dallas. 

Through the Airbnb hosting endeavor, I aim to provide the best possible experience to all visitors through excellent service and quality local recommendations! There is nothing more reassuring and calming than finding a place that feels like a second home on your travels.

Feel free to book or message me first; I am friendly, outgoing, and happy to answer any specific questions in advance.

I am a well-traveled guest who knows what a host should do to create a comfortable experience. My goal is to fulfill these requirements for every guest.

Experience Dallas with me!  

Hope to host you soon!"
Sam,12/12/22,within an hour,491126938,"Hello there! 

Thank you for visiting my host profile!

I am an e-commerce Entrepreneur from Seattle, WA. I have exchanged rainy Washington for the Lone Star State and the booming city of Dallas. 

Through the Airbnb hosting endeavor, I aim to provide the best possible experience to all visitors through excellent service and quality local recommendations! There is nothing more reassuring and calming than finding a place that feels like a second home on your travels.

Feel free to book or message me first; I am friendly, outgoing, and happy to answer any specific questions in advance.

I am a well-traveled guest who knows what a host should do to create a comfortable experience. My goal is to fulfill these requirements for every guest.

Experience Dallas with me!  

Hope to host you soon!"
Fabian,1/14/17,N/A,111441584,
KKG Management,5/1/21,within an hour,399583616,
Allyson,12/12/22,within an hour,491239436,
Damian,12/19/16,within a day,107819094,
Matthew,8/31/15,within an hour,43042344,Professional Hosts to make sure your stay is perfect.
Daniel,3/23/17,within an hour,122268301,I'm a former teacher and currently a REALTOR in Dallas. I've lived in the area for over two decades and proud to call Dallas home.
Carpediem,6/4/18,within an hour,193512222,"Our goal is to make sure you have the best experience possible when staying in one of our homes. We pay the utmost attention to detail from decor down to amenities and strive to offer a clean + comfortable five-star worthy stay every time. As a small business, we take pride in our outstanding hospitality service and are happy to answer any questions you may have. Welcome home to Carpediem. :)"
Silvana,8/27/18,within a day,211962829,
Eden,11/18/21,within an hour,432512074,
Asuquo,6/27/15,within an hour,36886293,
Herman,7/17/21,N/A,413571819,
Carpediem,6/4/18,within an hour,193512222,"Our goal is to make sure you have the best experience possible when staying in one of our homes. We pay the utmost attention to detail from decor down to amenities and strive to offer a clean + comfortable five-star worthy stay every time. As a small business, we take pride in our outstanding hospitality service and are happy to answer any questions you may have. Welcome home to Carpediem. :)"
Downtown Deep Ellum Hosting,5/21/21,N/A,402789585,Thanks for everything
Carpediem,6/4/18,within an hour,193512222,"Our goal is to make sure you have the best experience possible when staying in one of our homes. We pay the utmost attention to detail from decor down to amenities and strive to offer a clean + comfortable five-star worthy stay every time. As a small business, we take pride in our outstanding hospitality service and are happy to answer any questions you may have. Welcome home to Carpediem. :)"
Haim Yossef,3/18/17,within an hour,121406500,"Welcome to RSB Living ! With seven years of global hosting experience, our mission is to make travel and booking effortless and enjoyable. Our diverse portfolio of Texas properties caters to various client needs and we aim to expand our services to more cities. We're dedicated to providing top service, ensuring a remarkable journey from the moment you step into our properties until your departure."
Citizen Nomad,4/26/13,within an hour,6108970,"For the kind and creative traveler. 

Citizen Nomad Stays are all uniquely designed by local interior designers. 

Within each space lies a different story to be told. The dwellings have been curated to provide a fully-immersive experience. From the design aesthetic of our spaces to the curated playlist we play upon your arrival, our intention is to create a peaceful and inspiring space for your travel journey."
Vera,2/8/16,within an hour,57933646,"Welcome to our space! We love connecting with old and new friends and hope to make your stay here comfortable. We have lived in the Dallas area for over a decade. We can give you some great suggestions if you're looking for somewhere to eat or just something to do. We both love hanging out in Deep Ellum where you can find some of the best live music around and we also love just going to see a movie at Alamo Draft House, right outside of downtown."
Carlos,7/30/15,within an hour,40014595,
Adriana,11/12/19,within an hour,308929607,
Ap,12/18/22,within an hour,491897295,
Michael,4/9/19,N/A,254229659,
Oscar,12/31/15,within an hour,52871085,I love traveling.
Jason,11/8/12,within an hour,4096464,"After spending the last decade designing and renovating in Dallas, I am excited to share curated stays in NTX! Our guests love our stays for their stylish accommodations and great locations. Whether your in the city, on the ranch or at the lake - we've got a stay for you!"
Jason,11/8/12,within an hour,4096464,"After spending the last decade designing and renovating in Dallas, I am excited to share curated stays in NTX! Our guests love our stays for their stylish accommodations and great locations. Whether your in the city, on the ranch or at the lake - we've got a stay for you!"
Citizen Nomad,4/26/13,within an hour,6108970,"For the kind and creative traveler. 

Citizen Nomad Stays are all uniquely designed by local interior designers. 

Within each space lies a different story to be told. The dwellings have been curated to provide a fully-immersive experience. From the design aesthetic of our spaces to the curated playlist we play upon your arrival, our intention is to create a peaceful and inspiring space for your travel journey."
Kasa,8/7/16,within an hour,88566861,"Kasa Living offers convenient, tech-forward apartments, hotel rooms, and homes for short- or long-term stays. We are your home on the road. Kasas are available in cities across the United States, with new locations opening frequently. And our dedicated guest experience team is here for you 24/7 if there’s anything you need. We look forward to hosting you!"
Trey,1/29/19,within an hour,239821556,Professional Traveler and Hoster.  Owner of Modern VRM!  A new kind or rental management company!
Anthony,6/3/18,N/A,193282165,
Sivan,2/13/16,within an hour,58578454,
Mischell,8/13/15,N/A,41364809,"I have been staying in Airbnb homes since it opened, I think. I am currently a full-time college student, and I love to travel! I have been all over U.K., France, Ireland, Amsterdam, Nepal, China, and a few other countries. I am super excited to have guests in my home!"
Michael,7/17/20,within an hour,356896257,"Our management company hosts a variety of properties and experiences you can count on. The guests we serve deserves the best and we try our best to create a memorable experience. Trained housekeepers and upgraded cleaning measures protect you, your guests, & creates your home away from home. Many of our guests are on-going clients that value the pride we take.

Behind the company are humans just like you! I've lived in Dallas for about 10 years and enjoy the diversity and change I've seen. When I can, I love to travel and enjoy foods from all around. We look forward to your stay with us. See you soon."
Paul,1/1/16,within an hour,52966176,"Hey Everyone and welcome to our Lower Greenville getaway. My best friend, Caton, and I love the Dallas area and would love to share this great city with y'all. Don't hesitate to reach out with any questions and we hope to see you soon."
Ryan,8/26/11,within an hour,1025051,
Mohammed,7/15/16,N/A,83992612,
Mint House,9/15/20,N/A,367697136,
Mint House,9/15/20,N/A,367697136,
Mint House,9/15/20,N/A,367697136,
Mint House,9/15/20,N/A,367697136,
Mint House,9/15/20,N/A,367697136,
Mint House,9/15/20,N/A,367697136,
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
B.L.C.K INC Properties,2/21/23,N/A,502075222,
Locale,1/26/19,within an hour,239175383,"Locale provides thoughtfully-designed, fully-furnished apartments for short and extended stays in your favorite neighborhoods. Our dedicated guest experience service and local teams are available 24/7 to provide personalized recommendations or anything else you need throughout your stay."
Tyler,4/18/21,N/A,397510161,
Elizabeth Lynette,11/12/19,within an hour,308850424,"I love making an impact through my work, trading perspectives with other people and a good frozé!"
Braden,11/18/14,within an hour,23916014,"Welcome to Dallas! As a lifelong resident, I specialize in the historic communities of East Dallas and Deep Ellum. Through Ritzy Room, I professionally manage properties to ensure a seamless, memorable stay. I’m committed to providing the best experience and welcome all feedback to continually improve. Thank you for choosing to stay with us!"
Martha,5/10/17,within an hour,129706994,"I’m here to go above and beyond to ensure all our guests enjoy their stay and provide them with the best quality customer service possible.

I’m a stay-at-home mom and my husband is in IT. We love exploring and enjoying what our beautiful city has to offer, along with our adorable toddler and our two dogs. I look forward to hosting you and providing you the best Airbnb experience."
Martha,5/10/17,within an hour,129706994,"I’m here to go above and beyond to ensure all our guests enjoy their stay and provide them with the best quality customer service possible.

I’m a stay-at-home mom and my husband is in IT. We love exploring and enjoying what our beautiful city has to offer, along with our adorable toddler and our two dogs. I look forward to hosting you and providing you the best Airbnb experience."
Plushy,3/29/18,within an hour,181205324,"Hello from the team at Plushy! We are a technology-driven professional hosting and hospitality management company comprised of full-time Airbnb hosts, expert property managers, developers, designers, financial analysts, marketers, innovators, and above all else dedicated operators who share an uncompromising passion for providing excellent hospitality and service to our homeowners and guests. From full-service management duties, to 24/7 interactive booking and guest support, our team provides professional, technology-driven hospitality services that makes Airbnb hosting easy for everyone."
Nora,5/15/17,N/A,130475717,"Hello there! 

Thank you for visiting our host profile!

Alex (Co-host) and I are a couple living and working in commercial real estate in Dallas, TX. We fell in love with the peaceful, friendly, and central neighborhood of Oak Lawn, so we decided to acquire and design a townhouse that would become our home.

Now we aim to provide a unique experience to all visitors through excellent service and quality local recommendations! Nothing is more reassuring and calming than finding a place that feels like a second home on your travels.

Feel free to book or message us first; we are friendly, outgoing, and happy to answer any specific questions in advance.

We are well-traveled guests and huge foodies who know what hosts should do to create a comfortable experience. Our goal is to fulfill these requirements for every guest.

Experience Dallas with us.

Hope to host you soon!

"
Ariel,4/25/22,a few days or more,455884589,
Rosana Luz,1/2/17,within an hour,109496213,"Hi! My name is Rosana! I am lover of nature, travel and all kinds of celebrations! My biggest passion is transforming and creating spaces that are functional, cozy, unique and beautiful to relax, entertain and have fun! I deeply enjoy meeting and hosting people from every corner of the world. My job is my biggest joy! "
Rosana Luz,1/2/17,within an hour,109496213,"Hi! My name is Rosana! I am lover of nature, travel and all kinds of celebrations! My biggest passion is transforming and creating spaces that are functional, cozy, unique and beautiful to relax, entertain and have fun! I deeply enjoy meeting and hosting people from every corner of the world. My job is my biggest joy! "
Kasa,8/7/16,within an hour,88566861,"Kasa Living offers convenient, tech-forward apartments, hotel rooms, and homes for short- or long-term stays. We are your home on the road. Kasas are available in cities across the United States, with new locations opening frequently. And our dedicated guest experience team is here for you 24/7 if there’s anything you need. We look forward to hosting you!"
Martha,5/10/17,within an hour,129706994,"I’m here to go above and beyond to ensure all our guests enjoy their stay and provide them with the best quality customer service possible.

I’m a stay-at-home mom and my husband is in IT. We love exploring and enjoying what our beautiful city has to offer, along with our adorable toddler and our two dogs. I look forward to hosting you and providing you the best Airbnb experience."
Kenneth,4/21/22,within an hour,455336648,
Alex,9/28/16,within an hour,97135336,"Hi there!  I'm Alex and I'm excited for the opportunity to be your host!  About me - I love to be outdoors and staying active, traveling, and enjoying good quality time with family and friends.  I'm also a big foodie, so I enjoy going to new places and exploring new cuisines (I'm not a picky eater!)."
Mario,12/29/15,within an hour,52691500,"I’m passionate about creating thriving communities and building strong teams. When I’m not managing properties, I’m spending time with my loved ones, connecting with people, and finding inspiration in everyday life."
Victor,12/15/18,N/A,230822914,
Evolve,4/28/22,within an hour,456475914,
Mike,12/31/17,within an hour,165055533,"As your host, we strive to make your stay a 5-star experience. If there’s any questions or request you have, please don’t hesitate to reach out."
Sidney,12/31/22,within an hour,493607557,
Murali,8/1/21,within an hour,416344123,
Kadrian,3/24/22,within a day,451117404,
Mary,1/12/23,within an hour,495701531,I was born and raised in Dallas. I am a first generation Mexican- American and I am currently studying to become the first doctor in my family. 
Mary,1/12/23,within an hour,495701531,I was born and raised in Dallas. I am a first generation Mexican- American and I am currently studying to become the first doctor in my family. 
Jessica,3/19/16,within an hour,63554639,I'm a mom of 3 beautiful girls and 1 rambunctious baby boy.  Our Family of 6 is a crazy one but I wouldn't change it for the world.
Adrian,12/21/21,within an hour,436865766,My wife and I were teachers turned real estate investors. We love helping people and enjoy what we do. 
Wendy,1/24/16,within an hour,55943683,
Adriana,11/12/19,within an hour,308929607,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zach,3/30/14,within an hour,13710368,"Lover of travel, animals, and over priced lattes"
Sidney,12/31/22,within an hour,493607557,
Good Vibes,12/22/22,within an hour,492451751,
Mike,12/31/17,within an hour,165055533,"As your host, we strive to make your stay a 5-star experience. If there’s any questions or request you have, please don’t hesitate to reach out."
Kevin,9/29/13,within an hour,9124824,Hi! My name is Kevin and I work with Oak Lawn Services to help Dallas visitors with their medium term housing needs.  I'm originally from the East Coast but have been enjoying Dallas for over 3 years.  I've traveled all over the world (lots of it through airbnb) and I love hosting visitors and helping them settle into the Dallas area.  Definitely ask me about the best Mexican and Tex Mex (there's a difference) when you come to Dallas but feel free to ask me about anything else too.  Our Team at Oak Lawn Services is here to help make your stay as pleasant as possible!
Briseida,6/24/15,within an hour,36628136,"Don't worry, we understand! Whether you're here for work or vacation to simply relax, the last thing you want is a nagging host! We are available if you need us, otherwise enjoy your stay and we appreciate you for choosing to stay with us."
Jennifer,3/10/16,within an hour,62476323,
Matthew,4/18/14,within an hour,14441395,I'm a former software developer turned boutique hotel and short-term rental operator. Designing spaces for others to enjoy and building the infrastructure to power those experiences is my passion. We appreciate your business and look forward to delivering a great stay for you and your guests.
Corinne,5/15/18,within an hour,189773833,
Basil,3/20/22,a few days or more,450423679,"Traveling and meeting new people has always been my passion! Whether you're a local or new to the town, I look forward to sharing my space with you and making sure you have a safe and fun experience. 

Please note that this hosting page is for the team at BHM Hospitality. Yes, this is a company host, not a single individual. We have a small team to ensure you have around the clock support to make sure you have a memorable stay. We hope you enjoy Dallas as much as we do. Please do not hesitate to reach out if you have any questions!"
Zach,4/9/19,within an hour,254391347,
Mary,1/12/23,within an hour,495701531,I was born and raised in Dallas. I am a first generation Mexican- American and I am currently studying to become the first doctor in my family. 
Ronald,8/18/15,within an hour,41838839,Ronnie love to travel and adventure
Annastacia,2/25/17,within an hour,118010932,"Hi, I’m Anna from Stl. I am a traveling nurse. I have a passion for hosting, traveling and taking care of people. I am very fun and loving but I like my peace and quiet time too. So when it come to hosting, I love to provide my guest, a peaceful luxury stay. My goal is to provide every guest with a 5-star experience."
Enrique,11/7/19,within an hour,307878809,
Uk,9/30/17,within an hour,152688600,"Unkommon Homes approach to concierge and hospitality is with YOU in mind. We pair creativity, design , and professionalism to provide a memorable experience for our guests.  Join us in our welcoming and comfortable home design and make it your home away from home. Book your elevated stay with all included amenities and appliances. We look forward to hosting you!"
Michael,11/2/21,within an hour,430148620,
Chase,8/23/20,within an hour,364004962,"Howdy!  

My name is Chase.  I am a father of 4 wonderful boys and husband to a beautiful, AMAZING wife(Colette) of almost 20 years.  OH, and now we have a dog named Ginny, too(she's a chiweenie). 

I love music--ESPECIALLY piano, and my wife and I are known ""foodies"" in the DFW area.  I own a T-shirt company in Rockwall, and I spend most of my time raising boys and working around the house.

I am an avid traveler, and frequenter of BnBs around the world. 
 But as a native Texan, there's nothing I love more than coming home to these endless Texas skies.  So much open air to breathe and possibilities to explore!

So if we're staying with you, thank you for being a gracious and accommodating host!  And if you're staying with US, I certainly hope you and yours have a wonderful stay and start your days refreshed as you Wake Up in Texas!"
Charles,7/26/19,within an hour,279475692,
Sajay,4/6/13,within an hour,5802835,Dallas TX
Chinwe,9/8/17,N/A,149763171,
Tyler,1/22/23,N/A,497459717,Prestige Crossing Properties LLC
Fayyaz,1/17/23,a few days or more,496620072,
Jake & Oliver,1/27/17,within an hour,113587036,"My name is Jake, my partner Oliver and I are local Dallas residents. We love our city and hope you will also!"
David,7/3/18,within an hour,199606050,
David,7/3/18,within an hour,199606050,
Shawn,10/27/22,within an hour,485389666,"Retired Army Journalist. Full time host. I like Russian literature, hiking in the cool mountains, exploring and exercising. I love a good cup of coffee. I've traveled all over the world from Europe and Middle East to Central America. I'm open to trying new things, especially what I'm afraid of or instantly say no to, as long as its morally sound. my goal is to provide guests the best experience I can."
Ronen,12/28/22,within a few hours,493177895,Traveling with Family and Renting our home as we explore! 
Mary,1/12/23,within an hour,495701531,I was born and raised in Dallas. I am a first generation Mexican- American and I am currently studying to become the first doctor in my family. 
Sally,4/21/15,within an hour,31628738,
Paul,10/14/22,within an hour,483533116,"I consider myself to be an avid traveler and I have explored many places. I know personally that one of the hardest parts about being away from home is finding a cozy place to settle into to call your temporary home. Hotel rooms feel cramped and they all look the same. I hope with the knowledge from my adventures and experiences I can successfully provide you a cozy place to rest your head while you're here making memories and venturing into the heart of Dallas. 

Ask me if you would like any suggestions on things to do in the DFW area during your stay- I've been here for over a decade so I know some great places to eat and fun things to do! :)"
Paul,10/14/22,within an hour,483533116,"I consider myself to be an avid traveler and I have explored many places. I know personally that one of the hardest parts about being away from home is finding a cozy place to settle into to call your temporary home. Hotel rooms feel cramped and they all look the same. I hope with the knowledge from my adventures and experiences I can successfully provide you a cozy place to rest your head while you're here making memories and venturing into the heart of Dallas. 

Ask me if you would like any suggestions on things to do in the DFW area during your stay- I've been here for over a decade so I know some great places to eat and fun things to do! :)"
Khang,10/17/22,within an hour,483907295,
Oliver,6/19/14,within an hour,16981749,"Hello and Welcome!

My background is in classical music performance.  As a professional cello player, I had the honor of performing at Carnegie Hall in New York City - seven times - by the time I was 25 years old. 

I spent several years working in hospitality at the Ritz-Carlton® Hotel Company, where I learned the art of customer service and exceeding expectations.

I am also a bestselling author, and I have been a teacher of excellence for the past 20 years. My passions include public speaking and empowering young people to expand their potential.

I am an avid reader, traveler and family man. 

I love traveling around the world, meeting new people, learning about other cultures and learning new things whenever possible. I look forward to having you as my guest!


My favorite quote for life is:

""Be kind whenever possible. It is always possible.""
~ Dalai Lama"
Jake & Oliver,1/27/17,within an hour,113587036,"My name is Jake, my partner Oliver and I are local Dallas residents. We love our city and hope you will also!"
Grace,6/18/15,within an hour,36151189,"Mother of 3 girls and married to my ever loving husband. Together we love traveling, hosting, decorating, entertaining family and friends so I thought being a Airbnb host is my way to do this for a living. I'm extremely thankful to everyone that has given me a chance to host them and made it a great experience. I officially started hosting in 2015 and incorporated my business as ""Amyfinehouse"" in 2018. It was an easy name to pick because it happened to be my nickname growing up because of my love for Amywinehouse. I thought this name actually fits well with what I do today. 

Today, Amyfinehouse provides uniquely designed short term rentals with upscale amenities that offer vacation and business travelers a place to stay, work, and play.

Our homes are spacious and located in walkable places, next to major city attractions or parks.

We are a small business operator that offers a personal touch, consistency, and professional customer service. There is no need to stay in a cookie-cutter hotel or short term rental from a large short term rental operator.

We provide you with a personalized guest app that offers fast self-checkin, the house manual, local recommendations, and a way to quickly make your requests and communicate with us.

We pride ourselves on going the extra mile to ensure that our customers receive the best care, customer service, and stays possible. We do so by offering a wide array of services. Our concierge services include:

✅ Luggage storage
✅ Grocery pickup
✅ Private dinners
✅ Photography & videography sessions
✅ Bridal shower package
✅ Baby showers
✅ Romantic package
✅ Laundry services
✅ Premium airport pickup/dropoff
✅ Breakfast room service


Stay @ Amyfinehouse and you will love the experience! "
Catherine,10/8/17,within a few hours,153830968,
Oscar,12/31/15,within an hour,52871085,I love traveling.
Jonathan,7/17/21,within an hour,413505694,"Hello and welcome to my Airbnb profile! My name is Jonathan and I'm thrilled to be your host. I'm originally from Dallas TX, and been living in here for the majority of my life.

I'm a US Air Force veteran which allowed me to see a lot of places. As a traveler myself, I know how important it is to feel comfortable and at home when you're away from home. That's why I've put a lot of effort into creating a cozy and welcoming space for my guests. I'm always available to answer any questions you might have and to give you tips on the best local restaurants, bars, and attractions.

When I'm not hosting guests, you can usually find me spending time with my family. I'm excited to share my love for Dallas with you and to make sure that your stay here is unforgettable. So come and stay with me and let's create some amazing memories together!"
Kristin,7/5/22,within an hour,467789884,"Greetings!  I am a wife and mother of two who loves to travel!  I have been all over the world with my family.  When we travel, we love to stay in Airbnbs so that we can have an authentic experience for our vacations.  My boys and I love to scuba dive while we travel and love to experience the local cuisines of where ever we are."
Kayli,11/1/21,within an hour,429952199,
Kimberly,10/15/20,within an hour,372116215,
Enrique,11/7/19,within an hour,307878809,
Cozy Place,2/9/23,within an hour,500393361,
Farrah,10/8/21,within an hour,426492258,"Entrepreneur at heart, love spending time with my family and friends! I love to travel and am a super clean freak. Always wanting to grow within myself! My grand prairie bnb is my own private home! I have a few bedrooms upstairs I rent out! I also currently have a 1 bedroom condo in the heart of Dallas with a sleeper couch as well if your interested just send me a message I can send you info! Air bnb is the new way to rent! easy month to month! If you need help with any sort of home rentals or purchases I am in real estate and would love to help! DM me if you have questions! "
Vacation Nest,2/2/23,within an hour,499222017,
Stacey,8/29/22,within an hour,477303737,
Skye,1/31/15,within an hour,27014592,"I’m a zealot for sustainability and trying to make a positive impact whether it’s through work or travel. My husband is my favorite person in the world, followed closely by our two shih-tzus. "
Kenny,10/8/16,within an hour,98804573,
Avalux,6/8/18,within an hour,194305806,
Zoe,9/11/14,within an hour,21232003,
Stephanie,2/15/17,N/A,116590697,
Sozul,10/7/22,N/A,482612749,"At Sozul, we are committed to providing a five-star experience for our guests. We prioritize your needs and satisfaction and offer personalized attention to ensure that your stay is enjoyable and memorable. Book your stay with us today and experience the luxury and comfort of a Sozul property!"
Liv N Love Realty,2/15/23,within an hour,501272230,
Matthew,8/31/15,within an hour,43042344,Professional Hosts to make sure your stay is perfect.
Maria Eugenia,10/12/22,within an hour,483338251,"Hi! I’m María Eugenia I’m here 24/7 to attend to my guests and make their stay the best possible.  
Thanks for choosing me! "
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Lily,2/16/23,within an hour,501444433,
Evolve,4/28/22,within an hour,456475914,
Veronica,4/14/16,within an hour,67133445,"I am an avid traveler, nurse by profession and a mother to one amazing daughter."
Anothony,9/22/22,N/A,480651617,
Kevin,9/29/13,within an hour,9124824,Hi! My name is Kevin and I work with Oak Lawn Services to help Dallas visitors with their medium term housing needs.  I'm originally from the East Coast but have been enjoying Dallas for over 3 years.  I've traveled all over the world (lots of it through airbnb) and I love hosting visitors and helping them settle into the Dallas area.  Definitely ask me about the best Mexican and Tex Mex (there's a difference) when you come to Dallas but feel free to ask me about anything else too.  Our Team at Oak Lawn Services is here to help make your stay as pleasant as possible!
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
KasaMela,10/6/15,within an hour,45916906,"We learn about the world through experience, love wine and savor pairings, run through busy streets of big cities and lounge around and relax in quaint towns."
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
