restaurant_id,restaurant_name,cuisine,city,state,address,phone_number,email,delivery_available,seating_capacity,opening_hours,has_wifi,has_outdoor_seating,payment_methods,parking_available,alcohol_served,reservation_required,music_type,health_rating,has_kids_menu
9000000515,"Medina, Steele and Martin Bar",Vegan,Port Pamela,Georgia,4885 Stewart Glens Suite 943,(669) 590-5675,medinasteeleandmartinbar@gmail.com,No,40,9:00 AM - 5:00 PM,Yes,No,All Methods,Yes,Yes,Yes,None,93,Yes
9000000516,"Ponce, Hampton and Martin Diner",Indian,Martinland,New Mexico,623 Jason Row Apt. 338,(438) 967-9019,poncehamptonandmartindiner@gmail.com,No,40,8:00 AM - 4:00 PM,No,Yes,"Google Pay, Cash",No,No,No,Live,81,Yes
9000000517,Knox LLC Grill,Japanese,Stewartstad,New Hampshire,1437 Jason Coves Suite 776,(851) 975-9126,knoxllcgrill@gmail.com,No,100,1:00 PM - 10:00 PM,Yes,Yes,"Cash, Credit Card",No,No,Yes,Jazz,98,Yes
9000000518,Wright-Keith Kitchen,Chinese,South Renee,Massachusetts,28959 Rodriguez Parks,(517) 291-9585,wright-keithkitchen@gmail.com,No,80,7:00 AM - 3:00 PM,No,No,"Credit Card, Google Pay",Yes,Yes,No,Pop,98,Yes
9000000519,Roberts Group Bistro,Thai,North Meganborough,Idaho,4561 Kennedy Wall,(295) 656-1905,robertsgroupbistro@gmail.com,No,100,8:00 AM - 4:00 PM,Yes,Yes,All Methods,No,Yes,No,None,93,No
9000000520,Morris-Cardenas Bar,Mexican,South Christopherfort,Wyoming,6804 Jones Loaf Suite 535,(416) 293-6363,morris-cardenasbar@gmail.com,Yes,80,9:00 AM - 5:00 PM,No,Yes,"Cash, Credit Card",No,Yes,Yes,Pop,93,No
9000000521,Johnson LLC Diner,Chinese,West Jonathanton,Iowa,509 Elizabeth Fort Suite 376,(233) 489-5440,johnsonllcdiner@gmail.com,No,40,8:00 AM - 4:00 PM,Yes,No,"Google Pay, Cash",No,Yes,No,Pop,84,No
9000000522,Cardenas Inc Grill,American,Kaylaview,Montana,32278 Miranda Brooks Suite 156,(920) 825-7253,cardenasincgrill@gmail.com,No,20,12:00 PM - 9:00 PM,Yes,No,"Credit Card, Apple Pay",No,Yes,No,Pop,84,No
9000000523,Wood Group Cafe,Japanese,Carolborough,Hawaii,582 Yates Garden,(919) 725-6288,woodgroupcafe@gmail.com,Yes,100,11:00 AM - 11:00 PM,Yes,Yes,Cash Only,Yes,Yes,No,Live,98,No
9000000524,"Thompson, Bailey and Parker Diner",Mexican,Lake Jamesshire,South Dakota,4837 Richard Club,(960) 410-7288,thompsonbaileyandparkerdiner@gmail.com,Yes,80,11:00 AM - 11:00 PM,No,Yes,"Credit Card, Google Pay",No,Yes,Yes,Jazz,84,No
9000000525,Walker and Sons Bistro,Indian,Port Terriburgh,Georgia,597 Medina Bridge,(274) 718-2623,walkerandsonsbistro@gmail.com,No,100,8:00 AM - 4:00 PM,Yes,No,"Cash, Credit Card",No,Yes,No,Pop,84,Yes
9000000526,Gross and Sons Grill,Thai,Howardmouth,Minnesota,51575 Fields Mall Suite 420,(595) 341-1470,grossandsonsgrill@gmail.com,Yes,100,11:00 AM - 11:00 PM,Yes,Yes,Credit Card Only,Yes,Yes,Yes,Pop,84,Yes
9000000527,"Wright, Spears and Rodriguez Diner",Indian,Bautistaborough,West Virginia,3433 Ross Corner Apt. 279,(341) 318-2605,wrightspearsandrodriguezdiner@gmail.com,No,20,8:00 AM - 4:00 PM,No,No,"Cash, Credit Card, Apple Pay",No,Yes,No,Instrumental,82,Yes
9000000528,"Brown, Hill and Smith Bistro",Chinese,South Mollyton,Nevada,073 Jones Haven,(322) 909-5516,brownhillandsmithbistro@gmail.com,Yes,20,8:00 AM - 4:00 PM,No,No,Credit Card Only,Yes,No,Yes,Instrumental,87,No
9000000529,"Mora, Richards and Dillon Bistro",Italian,South Samanthaland,Illinois,19725 Laura Forges Suite 612,(479) 382-2253,morarichardsanddillonbistro@gmail.com,Yes,100,8:00 AM - 4:00 PM,No,Yes,Credit Card Only,No,Yes,No,Pop,93,No
9000000530,Martinez Inc Kitchen,Vegan,Port Williamshire,Nebraska,8891 Toni Terrace Apt. 418,(783) 865-2292,martinezinckitchen@gmail.com,Yes,40,10:00 AM - 10:00 PM,No,Yes,Credit Card Only,Yes,No,No,Live,96,No
9000000531,Alvarado and Sons Bar,Thai,New Michaelchester,Louisiana,6018 West Stravenue,(211) 450-1322,alvaradoandsonsbar@gmail.com,Yes,80,10:00 AM - 10:00 PM,Yes,Yes,Cash Only,No,Yes,Yes,Jazz,81,Yes
9000000532,Schmidt-Wallace Cafe,Thai,New Sarah,New Mexico,3133 Novak Garden Apt. 270,(381) 659-6398,schmidt-wallacecafe@gmail.com,Yes,60,12:00 PM - 9:00 PM,Yes,Yes,All Methods,Yes,No,Yes,Pop,83,Yes
9000000533,"Warner, Short and Pope Grill",Vegan,Hendrixmouth,Hawaii,050 Davis Cliff Apt. 294,(734) 598-6962,warnershortandpopegrill@gmail.com,No,60,11:00 AM - 11:00 PM,Yes,No,Credit Card Only,Yes,Yes,No,Jazz,89,Yes
9000000534,"Goodwin, Brown and Williams Grill",Chinese,South Courtney,Michigan,78469 Durham Ford,(259) 247-8242,goodwinbrownandwilliamsgrill@gmail.com,No,40,1:00 PM - 10:00 PM,No,No,"Credit Card, Google Pay",Yes,Yes,No,None,99,Yes
9000000535,Bowers-West Diner,French,Sampsonmouth,Maryland,9173 Robert Prairie,(592) 201-8029,bowers-westdiner@gmail.com,No,80,1:00 PM - 10:00 PM,Yes,Yes,"Credit Card, Google Pay",No,Yes,No,Jazz,80,No
9000000536,Chan-Sosa Bistro,Italian,New Sarahland,Kentucky,0408 Jose Hills,(897) 868-6026,chan-sosabistro@gmail.com,Yes,100,8:00 AM - 4:00 PM,No,No,"Cash, Credit Card, Apple Pay",Yes,Yes,Yes,None,85,No
9000000537,"Stephenson, Davis and Simpson Diner",Vegan,North Christopher,Arizona,1942 Day Brook Suite 365,(873) 702-7981,stephensondavisandsimpsondiner@gmail.com,Yes,100,9:00 AM - 5:00 PM,No,Yes,Cash Only,Yes,No,Yes,None,85,No
9000000538,Mitchell-Fowler Grill,Chinese,New Brian,Arizona,454 Watson Center Apt. 784,(685) 773-6576,mitchell-fowlergrill@gmail.com,No,80,12:00 PM - 9:00 PM,Yes,No,"Google Pay, Cash",No,No,Yes,Instrumental,82,No
9000000539,Miller LLC Bistro,Vegan,Leeville,Indiana,229 Rita Shores,(544) 538-7173,millerllcbistro@gmail.com,No,60,9:00 AM - 5:00 PM,No,Yes,"Cash, Credit Card",No,Yes,Yes,Jazz,86,Yes
9000000540,Turner and Sons Kitchen,Chinese,West Mary,Oregon,165 Joshua Glens Suite 848,(835) 632-6603,turnerandsonskitchen@gmail.com,No,100,12:00 PM - 9:00 PM,Yes,Yes,"Credit Card, Apple Pay",No,No,No,Instrumental,85,Yes
9000000541,Miller-Watkins Grill,Greek,Scottstad,Virginia,580 Kimberly Radial Apt. 041,(713) 562-8102,miller-watkinsgrill@gmail.com,Yes,100,10:00 AM - 10:00 PM,Yes,Yes,"Credit Card, Google Pay",No,Yes,No,Pop,83,Yes
9000000542,"Lang, Arnold and Lee Bar",Italian,Crystalmouth,Illinois,4217 Patricia Lock Suite 274,(932) 940-5201,langarnoldandleebar@gmail.com,Yes,80,10:00 AM - 10:00 PM,No,Yes,"Credit Card, Google Pay",No,No,Yes,Live,90,No
9000000543,"Khan, Clark and Lucas Bar",Greek,South Racheltown,Florida,498 Walls Camp Apt. 979,(725) 423-4812,khanclarkandlucasbar@gmail.com,No,20,8:00 AM - 4:00 PM,Yes,Yes,"Credit Card, Apple Pay",Yes,No,Yes,None,99,No
9000000544,Mason LLC Grill,Japanese,Timothyfort,Missouri,8939 John Way,(477) 741-8746,masonllcgrill@gmail.com,Yes,40,1:00 PM - 10:00 PM,No,Yes,Cash Only,Yes,Yes,Yes,Instrumental,85,Yes
9000000545,Johnson LLC Grill,Mexican,Hernandezstad,Louisiana,20020 Randall Falls Apt. 037,(251) 383-5320,johnsonllcgrill@gmail.com,No,80,7:00 AM - 3:00 PM,Yes,Yes,"Cash, Credit Card",Yes,Yes,No,Pop,80,Yes
9000000546,Wallace-Rogers Bistro,Indian,Lake Mary,Ohio,64687 Vargas Crest,(621) 292-6630,wallace-rogersbistro@gmail.com,Yes,80,8:00 AM - 4:00 PM,Yes,Yes,"Cash, Credit Card, Apple Pay",Yes,Yes,No,Pop,88,Yes
9000000547,Martin-Martin Grill,Indian,Ashleyside,Nevada,6766 Joseph Island,(448) 259-9187,martin-martingrill@gmail.com,Yes,40,8:00 AM - 4:00 PM,No,Yes,All Methods,No,Yes,No,None,98,No
9000000548,Perez-Green Kitchen,Mexican,West Mark,Colorado,1432 Ashley Camp,(545) 631-3153,perez-greenkitchen@gmail.com,Yes,40,12:00 PM - 9:00 PM,Yes,Yes,Cash Only,Yes,Yes,No,None,81,Yes
9000000549,"Zimmerman, Barron and Schultz Grill",Japanese,Port Monicastad,Wyoming,2622 Harper Island Suite 357,(974) 446-2406,zimmermanbarronandschultzgrill@gmail.com,Yes,80,1:00 PM - 10:00 PM,No,Yes,"Google Pay, Cash",Yes,No,Yes,Pop,89,Yes
9000000550,Reed-Hammond Grill,Mexican,Rodriguezfort,Idaho,3621 Ana Springs,(380) 213-4410,reed-hammondgrill@gmail.com,Yes,100,9:00 AM - 5:00 PM,No,No,"Cash, Credit Card, Apple Pay",No,Yes,Yes,Pop,91,No
9000000551,Baker Group Cafe,Italian,Martinezport,Delaware,90065 Lozano Center Suite 009,(931) 709-2443,bakergroupcafe@gmail.com,Yes,20,12:00 PM - 9:00 PM,Yes,No,"Cash, Credit Card",Yes,Yes,No,Instrumental,100,No
9000000552,Macias-Smith Bistro,Thai,Wernertown,South Carolina,266 Cowan Knolls Suite 454,(441) 880-1565,macias-smithbistro@gmail.com,Yes,80,1:00 PM - 10:00 PM,Yes,Yes,Cash Only,No,No,No,Instrumental,90,No
9000000553,Harrell Group Grill,Vegan,Melissahaven,Missouri,4126 Jennifer Mount,(329) 683-7115,harrellgroupgrill@gmail.com,No,40,7:00 AM - 3:00 PM,No,No,"Cash, Credit Card",Yes,No,Yes,Instrumental,93,No
9000000554,Johnson-Gutierrez Bistro,Vegan,Margaretfurt,Virginia,182 Maurice Bridge Apt. 188,(435) 572-7215,johnson-gutierrezbistro@gmail.com,Yes,80,9:00 AM - 5:00 PM,No,No,Cash Only,No,Yes,Yes,Live,100,No
9000000555,Lee-Jenkins Kitchen,Italian,South Deborahstad,Illinois,4985 Morgan Radial Apt. 201,(572) 267-4187,lee-jenkinskitchen@gmail.com,No,40,10:00 AM - 10:00 PM,No,No,Credit Card Only,Yes,Yes,No,Pop,99,Yes
9000000556,Scott Group Diner,Mexican,Angelaport,Texas,34634 Jeremiah Roads Apt. 440,(224) 318-8391,scottgroupdiner@gmail.com,No,60,1:00 PM - 10:00 PM,No,No,"Credit Card, Google Pay",Yes,No,No,Pop,88,No
9000000557,"Phillips, Owens and Clark Cafe",Thai,North Paul,Louisiana,65838 Nicole Radial Suite 695,(251) 324-7405,phillipsowensandclarkcafe@gmail.com,No,60,1:00 PM - 10:00 PM,Yes,No,Credit Card Only,No,Yes,Yes,None,84,No
9000000558,Spencer-Lawrence Bar,Vegan,New Amanda,Missouri,616 Cynthia Isle,(756) 493-7010,spencer-lawrencebar@gmail.com,Yes,60,11:00 AM - 11:00 PM,No,No,"Credit Card, Google Pay",Yes,No,Yes,Jazz,82,No
9000000559,Pearson-Gomez Diner,American,Hunterfort,Michigan,552 King Wall Suite 877,(808) 201-7053,pearson-gomezdiner@gmail.com,Yes,100,8:00 AM - 4:00 PM,Yes,No,"Cash, Credit Card",No,No,No,Jazz,87,Yes
9000000560,Dixon-Dougherty Bistro,Italian,Johnmouth,,5508 Mark Roads,(851) 469-9522,dixon-doughertybistro@gmail.com,Yes,20,7:00 AM - 3:00 PM,No,No,"Credit Card, Apple Pay",Yes,Yes,Yes,Pop,94,No
9000000561,Reese Group Bistro,Vegan,New Daniel,Michigan,49739 Emily Views Suite 718,(496) 551-8907,reesegroupbistro@gmail.com,No,40,11:00 AM - 11:00 PM,Yes,No,"Cash, Credit Card",Yes,No,Yes,Jazz,87,No
9000000562,"Hunt, Greene and Flores Cafe",Italian,North Melissa,Texas,30956 Lisa Ridges Suite 038,(306) 371-7751,huntgreeneandflorescafe@gmail.com,No,80,9:00 AM - 5:00 PM,No,Yes,"Credit Card, Google Pay",Yes,Yes,Yes,None,83,Yes
9000000563,Ward-Lee Bistro,American,New Brian,Oklahoma,437 Fischer Knolls Apt. 720,(250) 618-4620,ward-leebistro@gmail.com,No,100,12:00 PM - 9:00 PM,Yes,Yes,Credit Card Only,No,Yes,No,Live,89,No
9000000564,Camacho Inc Diner,American,Duranborough,Alaska,86094 Amanda Springs Suite 268,(678) 706-9051,camachoincdiner@gmail.com,Yes,80,10:00 AM - 10:00 PM,No,No,Cash Only,Yes,No,No,None,100,No
9000000565,"Landry, Jenkins and Powell Diner",Vegan,Mendezburgh,Nebraska,6567 Orozco Dam,(240) 890-8358,landryjenkinsandpowelldiner@gmail.com,No,40,7:00 AM - 3:00 PM,Yes,No,All Methods,Yes,Yes,No,Instrumental,96,No
9000000566,Payne-Smith Bar,Greek,South Christopher,Hawaii,81566 Moses Canyon,(295) 817-9510,payne-smithbar@gmail.com,Yes,60,7:00 AM - 3:00 PM,Yes,Yes,"Credit Card, Apple Pay",No,Yes,No,None,96,Yes
9000000567,Humphrey-Jones Bar,American,New Tina,Tennessee,18427 Grant Forges Apt. 334,(536) 613-8194,humphrey-jonesbar@gmail.com,Yes,40,9:00 AM - 5:00 PM,Yes,Yes,All Methods,Yes,No,Yes,Instrumental,96,No
9000000568,"Barr, Vega and Smith Bar",Italian,Rodriguezshire,Oregon,5438 Williams Unions,(507) 718-4309,barrvegaandsmithbar@gmail.com,No,40,12:00 PM - 9:00 PM,Yes,Yes,"Credit Card, Apple Pay",Yes,No,Yes,Instrumental,98,Yes
9000000569,"Garcia, Jennings and Lawson Cafe",American,South Michelleborough,Florida,5158 Kevin Stravenue Suite 423,(348) 590-5846,garciajenningsandlawsoncafe@gmail.com,Yes,20,9:00 AM - 5:00 PM,Yes,Yes,"Cash, Credit Card, Apple Pay",Yes,No,Yes,Jazz,96,Yes
9000000570,"Lawson, Burke and Melton Bistro",Mexican,Keithside,Utah,9473 Reynolds Ways Suite 210,(629) 941-6478,lawsonburkeandmeltonbistro@gmail.com,Yes,40,1:00 PM - 10:00 PM,No,Yes,Credit Card Only,No,Yes,Yes,Jazz,81,No
9000000571,"Howard, Long and Zamora Kitchen",Italian,New Lindsey,Alaska,357 Charles Orchard Apt. 718,(659) 860-2978,howardlongandzamorakitchen@gmail.com,Yes,20,7:00 AM - 3:00 PM,No,No,"Cash, Credit Card",No,Yes,Yes,Live,81,No
9000000572,"Miranda, May and Davis Bistro",Mexican,Racheltown,Arkansas,442 Knight Squares,(378) 952-4921,mirandamayanddavisbistro@gmail.com,No,100,8:00 AM - 4:00 PM,Yes,No,All Methods,Yes,Yes,No,Live,83,Yes
9000000573,"Zimmerman, Ward and Thompson Bistro",Mexican,Thomasfurt,Oklahoma,7104 Gibbs Brook Suite 571,(281) 308-1041,zimmermanwardandthompsonbistro@gmail.com,No,100,8:00 AM - 4:00 PM,Yes,Yes,Cash Only,Yes,Yes,Yes,Pop,85,Yes
9000000574,Nelson Group Bistro,Italian,Stephenbury,Illinois,5456 Donovan Gardens Suite 257,(844) 526-5681,nelsongroupbistro@gmail.com,Yes,100,12:00 PM - 9:00 PM,No,Yes,"Cash, Credit Card, Apple Pay",Yes,Yes,No,Live,97,No
9000000575,Vasquez-Warner Bistro,Thai,Bennettland,Maine,231 Lopez Lane Suite 114,(989) 876-4380,vasquez-warnerbistro@gmail.com,No,40,7:00 AM - 3:00 PM,No,No,All Methods,No,Yes,Yes,None,93,Yes
9000000576,Smith and Sons Bar,Indian,Port Amy,Ohio,856 Joe Court Suite 566,(337) 504-7423,smithandsonsbar@gmail.com,Yes,80,1:00 PM - 10:00 PM,No,Yes,All Methods,No,No,Yes,None,89,No
9000000577,Cherry-Ayala Kitchen,Mexican,North Casey,West Virginia,8572 Harrison Points Suite 102,(630) 995-4125,cherry-ayalakitchen@gmail.com,No,40,10:00 AM - 10:00 PM,No,Yes,All Methods,No,Yes,Yes,Instrumental,94,No
9000000578,"Hughes, Long and Smith Diner",Vegan,Johnsonview,Washington,5883 Reyes Island,(717) 994-4717,hugheslongandsmithdiner@gmail.com,No,80,1:00 PM - 10:00 PM,Yes,Yes,"Credit Card, Apple Pay",Yes,Yes,No,Jazz,93,No
9000000579,Hernandez and Sons Bar,American,Lauriechester,Missouri,7020 Stephen Radial Apt. 300,(502) 989-2376,hernandezandsonsbar@gmail.com,No,60,8:00 AM - 4:00 PM,No,Yes,"Cash, Credit Card",Yes,No,No,Instrumental,81,Yes
9000000580,Henry Inc Diner,Thai,Williamsview,Alaska,20598 Victoria Cape,(330) 700-1946,henryincdiner@gmail.com,Yes,20,12:00 PM - 9:00 PM,Yes,Yes,Cash Only,Yes,No,No,Live,93,Yes
9000000581,Mcneil-Day Diner,Italian,East Marymouth,Idaho,97223 Carol Estates Suite 933,(872) 211-4477,mcneil-daydiner@gmail.com,No,100,10:00 AM - 10:00 PM,No,No,Credit Card Only,Yes,No,No,Instrumental,80,Yes
9000000582,"Wall, Wright and Morales Kitchen",Vegan,Meyerburgh,,812 Erica Parkway,(569) 585-8819,wallwrightandmoraleskitchen@gmail.com,Yes,20,8:00 AM - 4:00 PM,No,No,Cash Only,Yes,Yes,Yes,None,99,Yes
9000000583,Waller-Gray Grill,French,Morganshire,Wisconsin,8368 Brian Trace,(540) 264-3631,waller-graygrill@gmail.com,No,100,7:00 AM - 3:00 PM,Yes,Yes,"Google Pay, Cash",No,No,Yes,Instrumental,90,No
9000000584,Wright PLC Bar,French,New Tara,Colorado,901 Atkinson Viaduct Apt. 058,(693) 348-6766,wrightplcbar@gmail.com,Yes,80,1:00 PM - 10:00 PM,Yes,No,"Google Pay, Cash",Yes,Yes,No,Pop,84,Yes
9000000585,"Stewart, Wise and Banks Grill",Thai,Johnsonburgh,Montana,65148 Simon Trail,(923) 944-3048,stewartwiseandbanksgrill@gmail.com,Yes,20,12:00 PM - 9:00 PM,No,No,Cash Only,Yes,No,Yes,Instrumental,83,Yes
9000000586,"Baird, Valdez and Owens Grill",Mexican,Nolanview,Montana,48297 Laura Rest,(370) 858-1844,bairdvaldezandowensgrill@gmail.com,No,60,8:00 AM - 4:00 PM,No,Yes,All Methods,No,Yes,No,None,96,Yes
9000000587,"Jackson, Clarke and Sparks Cafe",Chinese,East Tylerchester,Florida,327 Jennifer Light Apt. 422,(763) 902-9363,jacksonclarkeandsparkscafe@gmail.com,No,80,10:00 AM - 10:00 PM,No,Yes,"Credit Card, Apple Pay",Yes,Yes,Yes,Pop,87,No
9000000588,Pugh-Gross Cafe,Mexican,Harrellport,North Carolina,77064 Lester Corner Apt. 774,(738) 410-1681,pugh-grosscafe@gmail.com,No,20,12:00 PM - 9:00 PM,No,No,"Cash, Credit Card, Apple Pay",No,No,No,Live,97,No
9000000589,"Thompson, Rodriguez and Nguyen Bar",American,East George,Maine,14529 Henderson Mountains,(830) 679-4944,thompsonrodriguezandnguyenbar@gmail.com,Yes,100,9:00 AM - 5:00 PM,No,Yes,Credit Card Only,Yes,Yes,Yes,Instrumental,100,Yes
9000000590,Gonzalez-Hernandez Bistro,Italian,Port Mariah,Vermont,244 West Street,(557) 894-6875,gonzalez-hernandezbistro@gmail.com,Yes,100,9:00 AM - 5:00 PM,No,No,All Methods,No,Yes,Yes,Jazz,94,Yes
9000000591,Cooper-Oconnell Bar,Vegan,South Allenmouth,Vermont,3114 Ashley Plaza,(601) 329-4059,cooper-oconnellbar@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,No,"Cash, Credit Card, Apple Pay",No,Yes,Yes,Pop,84,No
9000000592,Wong Inc Kitchen,Indian,Butlerside,Pennsylvania,524 Taylor Divide,(208) 611-9806,wonginckitchen@gmail.com,Yes,80,7:00 AM - 3:00 PM,Yes,No,Credit Card Only,Yes,Yes,No,Pop,99,No
9000000593,Wright and Sons Diner,Japanese,Meganmouth,Vermont,18548 Yang Drive Apt. 651,(817) 257-2203,wrightandsonsdiner@gmail.com,No,60,1:00 PM - 10:00 PM,No,Yes,"Credit Card, Apple Pay",Yes,Yes,Yes,Jazz,86,No
9000000594,Stone Group Grill,Japanese,Barrmouth,Pennsylvania,39390 Ashley Flats,(573) 450-6206,stonegroupgrill@gmail.com,No,40,8:00 AM - 4:00 PM,No,Yes,All Methods,Yes,No,No,Live,87,Yes
9000000595,Olson-Frederick Cafe,French,North Michaelborough,Indiana,3291 Guy Causeway,(206) 474-1680,olson-frederickcafe@gmail.com,No,80,12:00 PM - 9:00 PM,Yes,Yes,"Google Pay, Cash",No,Yes,No,Pop,86,No
9000000596,"White, Guzman and Ayala Bistro",Italian,South Kimberlyfurt,West Virginia,075 Green Valley Suite 678,(473) 828-7867,whiteguzmanandayalabistro@gmail.com,Yes,20,12:00 PM - 9:00 PM,Yes,Yes,Credit Card Only,No,Yes,No,Jazz,93,Yes
9000000597,Walker-Garcia Cafe,Vegan,Terriville,Tennessee,700 David Radial Apt. 824,(268) 314-9753,walker-garciacafe@gmail.com,Yes,20,8:00 AM - 4:00 PM,Yes,No,"Cash, Credit Card, Apple Pay",Yes,Yes,No,None,87,Yes
9000000598,Martinez-Newman Bistro,Mexican,Port Alexandra,Michigan,0526 English Heights Suite 764,(229) 929-1405,martinez-newmanbistro@gmail.com,Yes,40,12:00 PM - 9:00 PM,Yes,Yes,"Cash, Credit Card, Apple Pay",No,Yes,Yes,Pop,99,Yes
9000000599,"Jones, Johnson and Pugh Cafe",Indian,South Jessicafort,Kansas,35959 Thompson Meadow Suite 043,(678) 537-2246,jonesjohnsonandpughcafe@gmail.com,Yes,60,10:00 AM - 10:00 PM,Yes,Yes,"Google Pay, Cash",No,No,Yes,Pop,85,Yes
9000000600,Smith-Wright Cafe,Indian,Davilaton,Georgia,08766 Kim Extension Apt. 145,(263) 772-7121,smith-wrightcafe@gmail.com,Yes,40,12:00 PM - 9:00 PM,No,Yes,All Methods,No,Yes,Yes,None,83,No
9000000601,"Thomas, Miller and Walter Bar",Chinese,Port Jeffreychester,Wyoming,6016 Courtney Harbors,(397) 491-6768,thomasmillerandwalterbar@gmail.com,No,40,9:00 AM - 5:00 PM,Yes,No,All Methods,No,No,Yes,None,87,Yes
9000000602,"Johnson, Hunt and Cardenas Cafe",Indian,North Jason,Pennsylvania,85470 Dakota Viaduct Suite 772,(721) 513-6793,johnsonhuntandcardenascafe@gmail.com,No,60,11:00 AM - 11:00 PM,Yes,Yes,"Google Pay, Cash",No,No,Yes,None,85,No
9000000603,Fry-Howell Bistro,Japanese,East Larrytown,Indiana,720 Soto Route,(217) 513-8865,fry-howellbistro@gmail.com,Yes,80,10:00 AM - 10:00 PM,No,No,Credit Card Only,Yes,No,Yes,Live,97,Yes
9000000604,"Henderson, Luna and Allison Bar",Italian,West Randy,Colorado,594 Kirk Gardens,(949) 364-4915,hendersonlunaandallisonbar@gmail.com,No,100,8:00 AM - 4:00 PM,No,Yes,"Credit Card, Apple Pay",Yes,Yes,Yes,Instrumental,94,Yes
9000000605,"Vincent, Roth and Ferrell Kitchen",Italian,Michaelburgh,New Jersey,722 Turner Terrace Suite 272,(829) 845-9757,vincentrothandferrellkitchen@gmail.com,Yes,60,12:00 PM - 9:00 PM,Yes,No,"Credit Card, Google Pay",No,Yes,Yes,Instrumental,85,No
9000000606,Mccullough-Burke Bar,Indian,East Danielport,Louisiana,611 Barnes Rest,(923) 556-1843,mccullough-burkebar@gmail.com,Yes,60,10:00 AM - 10:00 PM,Yes,Yes,"Google Pay, Cash",Yes,No,No,Jazz,84,Yes
9000000607,Webb-Sanders Diner,French,Erinbury,Rhode Island,7443 Nicholas Fork,(335) 254-8232,webb-sandersdiner@gmail.com,No,60,10:00 AM - 10:00 PM,No,No,All Methods,Yes,Yes,Yes,Jazz,96,No
9000000608,"Reed, Glenn and Holmes Cafe",Thai,West Gregorybury,Wisconsin,184 Chavez Avenue,(732) 499-4091,reedglennandholmescafe@gmail.com,No,60,7:00 AM - 3:00 PM,No,Yes,"Credit Card, Apple Pay",No,No,No,Live,92,Yes
9000000609,Salazar Group Bistro,Vegan,Smithshire,Washington,3985 Hines Village,(512) 275-8530,salazargroupbistro@gmail.com,Yes,40,10:00 AM - 10:00 PM,Yes,Yes,Cash Only,No,Yes,No,Live,87,Yes
9000000610,Chapman Inc Grill,Mexican,East Mitchellfort,Kentucky,45169 Solis Brooks,(589) 454-6533,chapmanincgrill@gmail.com,Yes,40,10:00 AM - 10:00 PM,Yes,No,Credit Card Only,Yes,No,No,Live,81,No
9000000611,Hall-Frazier Diner,Mexican,South Justin,South Dakota,9863 Ortega Estates Suite 886,(971) 662-4880,hall-frazierdiner@gmail.com,Yes,20,9:00 AM - 5:00 PM,No,Yes,Credit Card Only,Yes,No,Yes,Instrumental,91,Yes
9000000612,Brown Group Grill,Vegan,Port Tamara,Montana,0421 Eric Fort,(762) 870-9427,browngroupgrill@gmail.com,Yes,100,9:00 AM - 5:00 PM,Yes,Yes,"Cash, Credit Card, Apple Pay",No,No,No,Instrumental,85,Yes
9000000613,Sellers Group Diner,Indian,Lake Holly,Mississippi,372 Trevino Keys Apt. 298,(845) 484-8688,sellersgroupdiner@gmail.com,Yes,100,11:00 AM - 11:00 PM,Yes,No,"Google Pay, Cash",Yes,Yes,Yes,Live,92,No
9000000614,Lewis-Johnson Diner,Mexican,Lopezshire,Georgia,480 Benitez Avenue Suite 983,(848) 969-7480,lewis-johnsondiner@gmail.com,No,20,8:00 AM - 4:00 PM,No,No,Credit Card Only,No,Yes,No,Jazz,100,Yes
9000000615,Brown Group Cafe,Italian,New Natalie,New Hampshire,24587 Ronnie Plain Suite 561,(852) 804-7777,browngroupcafe@gmail.com,Yes,60,10:00 AM - 10:00 PM,Yes,Yes,Cash Only,Yes,Yes,No,Live,95,No
9000000616,Peterson-Lara Cafe,Vegan,Butlerberg,Maryland,6734 Roberts Gardens Suite 743,(645) 420-7276,peterson-laracafe@gmail.com,No,80,8:00 AM - 4:00 PM,Yes,Yes,"Credit Card, Apple Pay",No,No,Yes,Live,99,No
9000000617,Lee-Stanton Bar,Mexican,Adamfurt,Connecticut,89080 Padilla Place Apt. 987,(974) 702-9962,lee-stantonbar@gmail.com,Yes,20,9:00 AM - 5:00 PM,No,No,Cash Only,No,Yes,Yes,Jazz,82,No
9000000618,Bradley Inc Bar,Italian,Lake Abigailshire,Texas,642 Griffith Lake,(896) 842-7389,bradleyincbar@gmail.com,No,20,9:00 AM - 5:00 PM,No,Yes,Credit Card Only,No,Yes,Yes,Instrumental,81,Yes
9000000619,"Wright, Walsh and Johnson Grill",Vegan,East Jason,New Hampshire,235 James Springs,(258) 860-8327,wrightwalshandjohnsongrill@gmail.com,No,80,7:00 AM - 3:00 PM,Yes,No,"Cash, Credit Card, Apple Pay",No,No,Yes,Pop,99,No
9000000620,Bryant-Smith Grill,Chinese,Sandrabury,Washington,8019 Michele Mews Apt. 987,(599) 642-2945,bryant-smithgrill@gmail.com,Yes,100,9:00 AM - 5:00 PM,No,No,Cash Only,No,Yes,No,Pop,97,No
9000000621,Wall-Hatfield Cafe,Vegan,Port Jerry,Rhode Island,0585 Lee Prairie,(593) 257-9043,wall-hatfieldcafe@gmail.com,Yes,40,7:00 AM - 3:00 PM,No,Yes,"Credit Card, Apple Pay",No,Yes,No,Instrumental,94,No
